-0.114610	0.038627	0.057410	0.100404	-0.105457	-0.065142	-0.079663	0.145956	0.033543	-0.180867	0.008114	-0.073451	0.105413	-0.133452	-0.042470	-0.166553	-0.100496	-0.081817	-0.104872	0.056744	0.029834	0.056929	-0.084192	-0.146976	0.117337	-0.207515	-0.072067	0.041094	0.027493	0.071256	-0.140129	0.150098	0.107135	0.070874	-0.167020	-0.040150	-0.060017	-0.012452	-0.142927	-0.036096	-0.210376	0.050097	0.064998	-0.152804	0.056896	-0.043472	-0.093479	-0.126444	0.081903	-0.071272	-0.054097	0.087970	0.017734	-0.134941	0.078635	0.044454	-0.074191	-0.049532	-0.160046	-0.118803	-0.082626	-0.052829	-0.098768	0.133162	0.006718	0.130676	-0.155875	0.060457	0.081354	-0.010137	-0.015644	0.102837	0.000616	0.125870	0.203919	-0.040643	-0.013083	-0.056722	0.075237	-0.069926	0.126495	-0.042110	0.015905	-0.145778	0.023163	0.161385	-0.109796	0.109389	-0.146867	-0.071805	0.105433	0.015903	0.035460	0.163601	-0.088434	-0.053502	0.160687	-0.081701	-0.079926	0.068983	
-0.034782	0.105809	0.023743	0.043902	-0.044719	-0.052692	-0.038467	0.017589	0.122484	-0.033684	0.018835	0.016862	0.057962	-0.052317	-0.030495	0.091722	-0.171702	-0.147394	0.099799	-0.109672	0.113412	-0.125026	0.126226	-0.101822	-0.090994	0.150316	0.207698	-0.017362	0.085380	-0.155916	0.172451	-0.139168	-0.031216	0.038553	0.039499	0.044073	-0.058255	0.074087	0.053264	0.105239	0.150244	0.153784	0.026184	-0.017791	0.189169	0.064213	-0.091173	-0.181738	-0.050127	0.043580	-0.159630	0.138657	0.132369	-0.101540	0.019851	0.192225	-0.127334	-0.040231	0.080876	-0.025480	-0.177990	0.041529	-0.139616	-0.119640	0.062074	0.030468	-0.129935	-0.174877	-0.009890	-0.130559	0.087477	-0.081344	0.057998	0.020175	0.105913	0.072480	-0.030692	0.087908	0.070212	-0.078033	-0.031964	-0.086326	0.047930	-0.042169	-0.006145	-0.108576	0.032999	0.126023	-0.075237	0.106709	0.073340	0.035212	0.193554	0.050997	0.066915	-0.077533	-0.106151	-0.033943	0.047287	0.202980	
0.023351	0.046387	-0.097613	-0.080049	-0.002938	-0.096539	0.065923	-0.076507	0.035682	-0.157918	0.072882	0.039261	-0.127086	-0.169338	0.111388	-0.097965	0.083454	0.186660	0.088865	0.128399	0.136047	-0.041092	-0.038065	-0.069440	-0.135290	0.149952	-0.032926	0.127349	0.103628	-0.164553	-0.066498	0.148859	0.047711	0.023542	-0.049538	-0.103580	-0.009866	-0.037615	-0.028842	0.139051	0.107290	-0.128168	0.118714	-0.158409	0.139023	0.118389	-0.038867	0.006990	-0.114365	-0.115924	0.091446	-0.164439	0.163698	0.094266	0.137183	0.068274	0.111168	-0.129175	-0.029769	0.095344	-0.042230	0.011145	0.073638	0.138815	-0.025518	-0.042596	-0.096695	0.066382	-0.125498	-0.067392	-0.106568	-0.095009	0.108419	0.037272	-0.086857	-0.077180	-0.015002	0.096550	0.096693	-0.115691	0.091266	-0.045190	0.084849	-0.189915	0.052872	0.036346	-0.116119	-0.097011	0.118114	-0.040193	0.142379	-0.012465	-0.148475	0.076500	-0.055886	-0.116447	0.096327	-0.091622	0.135443	0.085487	
0.006336	-0.110965	0.106332	-0.044876	-0.147317	-0.088343	0.105295	0.012634	-0.076906	-0.032070	-0.029781	0.062861	-0.140952	-0.027554	-0.069820	0.072262	-0.134023	-0.080310	0.086610	-0.078913	-0.128400	0.151812	0.049840	-0.018907	-0.023582	0.040139	0.088212	-0.101563	0.067179	0.083800	-0.125619	0.133170	-0.155399	-0.029368	-0.100567	0.057966	0.058347	-0.112318	0.088701	-0.081659	0.140505	0.108765	-0.084157	0.011409	0.071205	-0.054641	-0.022553	-0.053472	0.096756	0.126538	0.119992	-0.024649	0.147388	-0.107721	0.128425	0.117437	-0.073278	-0.167785	-0.156559	-0.168404	-0.172781	0.054353	-0.068601	-0.010430	-0.168615	-0.072445	0.081911	-0.121571	0.009747	-0.050415	0.015266	0.122870	0.131314	-0.073878	-0.046296	0.113906	0.171460	0.065186	-0.003935	0.035300	0.135241	0.074096	-0.058359	-0.095251	0.013099	-0.134992	-0.096242	0.131667	0.149904	-0.095725	0.150045	0.087306	-0.028987	0.166461	-0.096246	-0.102940	-0.035905	-0.158484	-0.017269	0.161623	
-0.033292	0.049607	-0.144052	0.131821	0.138262	0.044484	0.083110	-0.031364	0.088360	0.100214	-0.089632	-0.123216	-0.065226	-0.103761	-0.124117	-0.089987	-0.122599	-0.102699	0.138547	-0.097227	-0.100876	-0.151965	0.111629	-0.104375	0.064996	-0.002290	0.093572	-0.117057	-0.073996	-0.005763	-0.136739	0.056497	0.087190	0.143754	0.127086	0.110973	0.034514	0.147262	-0.021757	-0.074065	-0.121134	-0.113634	-0.103248	0.107024	-0.136754	0.055227	-0.096013	-0.095175	0.040853	-0.109807	0.096249	0.102592	-0.091045	-0.086048	-0.104787	0.145895	0.063594	0.140904	-0.099460	-0.081211	-0.058779	-0.050651	0.046175	0.082517	-0.125174	0.070824	0.056411	0.103151	0.040918	0.086754	-0.090560	0.089337	0.099137	-0.119987	-0.054741	-0.138740	-0.062414	-0.155742	0.108024	0.105509	0.120613	0.075022	0.112834	0.037620	0.153226	-0.012261	0.053197	0.138942	0.070464	-0.138916	-0.029363	-0.072743	-0.067360	-0.063670	-0.159771	-0.149766	-0.105369	0.132376	0.068066	-0.122677	
-0.047396	-0.019090	0.030891	0.039310	0.118623	-0.006278	-0.009845	-0.078636	0.072319	0.139100	0.126813	-0.001836	-0.009299	-0.129737	0.068399	-0.088311	-0.052114	0.108013	0.093706	-0.206911	-0.150123	-0.125444	0.119656	0.154139	0.041792	0.124028	-0.026754	0.108243	0.153999	-0.056242	0.007534	-0.083402	0.078119	0.083660	0.038952	0.024169	0.156342	-0.058315	-0.133030	-0.090943	0.173916	0.011455	-0.144165	-0.011337	0.146558	0.140339	0.002550	0.087203	0.026342	0.027273	-0.005644	-0.051225	-0.065225	-0.122280	0.018412	0.076880	0.052771	-0.099898	-0.050379	0.049748	0.034583	-0.001997	0.112719	-0.082866	-0.040500	0.108045	-0.002617	0.145372	0.038079	-0.175644	-0.133329	-0.097884	0.127046	0.079375	-0.049402	-0.062341	-0.115864	-0.003763	-0.098089	0.052889	-0.023991	-0.066238	-0.061079	0.115124	-0.137275	0.057752	0.112265	-0.033969	-0.007444	-0.030151	0.112173	-0.023336	0.166095	0.131756	-0.065142	0.094119	-0.059327	-0.144372	-0.091440	0.094322	
-0.173319	0.118877	0.052795	-0.121971	-0.153554	-0.047727	-0.124649	0.064980	0.090209	0.034435	-0.054791	0.089015	0.048284	0.077725	0.089676	0.129590	0.052674	-0.121524	0.016324	-0.051866	0.085643	-0.107533	-0.175043	-0.040927	0.111466	-0.057489	0.033861	-0.085735	0.135719	-0.002462	-0.126347	-0.135754	0.089613	-0.063967	-0.044490	0.076786	-0.091235	0.154097	0.058499	-0.083547	-0.125841	-0.148579	-0.046169	0.130997	0.166576	0.139353	-0.060625	0.142359	0.006358	-0.165583	-0.099195	-0.020628	-0.088501	0.023658	-0.109923	-0.079110	0.133065	0.113156	0.070314	0.109083	0.126636	-0.067268	-0.021158	0.133316	-0.121308	-0.123683	0.152642	0.153331	0.097481	0.024880	-0.102665	0.079156	-0.107144	-0.128031	-0.014865	0.021940	0.127636	-0.044472	-0.074183	0.151491	-0.108069	-0.113103	-0.097988	0.120138	-0.091052	0.082000	0.062745	0.116505	0.065921	0.039276	-0.091142	0.111296	0.088133	-0.120122	-0.077739	-0.075435	-0.084467	-0.096754	0.106177	0.024478	
0.108396	0.057977	-0.068811	0.014368	-0.080730	-0.033282	-0.206954	-0.066932	0.178203	0.040475	0.165537	-0.050019	0.129126	-0.052741	0.022913	0.144163	-0.008956	0.039132	-0.090279	0.040928	0.031814	-0.102524	0.067229	-0.036091	-0.085011	0.070613	0.137857	-0.077046	0.144982	-0.014067	0.119006	-0.200512	-0.121490	0.133029	0.021469	0.135350	0.079208	0.037165	0.117067	-0.135065	0.137372	0.132575	-0.048489	0.135948	0.059228	-0.024406	0.053743	-0.161218	-0.085635	-0.116923	0.018705	0.126570	-0.028401	-0.163984	0.058496	0.074795	-0.129218	0.043559	0.199134	-0.146239	0.008214	-0.045524	-0.038812	-0.013688	-0.055074	-0.021234	0.055282	0.032957	0.055354	-0.076453	0.183412	-0.102310	0.086820	0.090647	0.107933	0.121884	0.007354	-0.061405	0.081460	-0.113860	0.033103	-0.146026	-0.129872	-0.042209	-0.036935	-0.013400	0.111182	0.135730	-0.073635	-0.041440	0.149207	-0.055020	-0.061078	0.191532	0.039740	0.148536	-0.142575	0.154399	0.007101	0.015376	
-0.018160	0.109954	-0.043637	-0.044244	0.018936	-0.065106	0.031726	0.146690	-0.067083	-0.108798	0.102269	0.158206	-0.138780	0.050505	-0.088832	0.054903	0.040337	-0.135313	0.067083	0.072548	-0.105851	0.142562	0.013985	-0.067334	0.134369	-0.038696	0.029888	0.114484	-0.160016	-0.171425	0.046780	0.061429	0.017510	-0.105642	-0.097258	-0.146133	0.018463	0.121206	0.083591	0.091193	0.119587	-0.052112	0.136639	-0.073553	-0.088507	0.119360	-0.151756	-0.133201	0.161258	0.069921	-0.148160	-0.173671	-0.059642	-0.089793	0.136968	0.099144	0.116946	0.024898	0.022528	0.122656	0.130906	0.110085	-0.059843	0.098723	0.023021	0.108838	0.066172	-0.052838	-0.191421	0.006678	0.087669	0.041373	-0.123353	0.129534	-0.039356	0.102617	0.050241	-0.144668	0.102756	-0.139209	-0.058095	0.154492	-0.051301	0.032130	0.150208	-0.134582	0.093580	0.098502	-0.126120	-0.025280	0.077230	-0.109575	-0.119444	-0.125609	0.054227	-0.039676	0.067843	0.020304	-0.086691	0.017547	
0.138230	0.037452	0.136222	0.086001	-0.130682	-0.140233	0.129786	-0.135892	-0.100395	-0.065111	0.195393	-0.110527	-0.142931	-0.095473	0.030081	0.059956	-0.111991	-0.030531	-0.071938	-0.066786	-0.091587	-0.093943	0.003269	0.073106	0.100965	0.145463	-0.109174	0.152760	0.064063	-0.022171	0.135720	-0.159403	0.171364	-0.138593	-0.089326	0.114717	-0.075753	0.009089	-0.075642	0.149224	0.066983	-0.117820	-0.116408	0.018930	-0.043377	-0.032835	0.110360	-0.118558	-0.039117	0.027638	-0.166390	-0.107038	0.090467	-0.109609	-0.191630	0.001741	-0.143147	-0.023361	-0.048719	0.139370	-0.137438	-0.080673	0.067411	-0.021353	-0.104315	-0.014617	-0.074111	0.074594	-0.044274	-0.143378	0.096905	0.078303	0.141438	0.057421	-0.191376	-0.032626	-0.034389	-0.049612	-0.152838	-0.038252	-0.011258	-0.075000	-0.036895	-0.054060	0.070494	0.065626	0.081579	0.058517	-0.089037	-0.016231	-0.166437	0.054378	-0.061309	0.107859	0.049109	-0.170411	-0.120892	0.009320	-0.033038	0.069996	
